,매장명,구,주소,위도,경도
317,회기역점,동대문구,"서울 동대문구 망우로 67 (휘경동, 효자 워너빌)",37.5899254,127.0606026
318,회기역중앙점,동대문구,서울 동대문구 회기로 194-1 (휘경동),37.5897957,127.0574889
319,남성역점,동작구,서울 동작구 사당로17가길 13 (사당동),37.4837726,126.9734022
320,노들점,동작구,서울 동작구 노량진로 200 (노량진동),37.5128665,126.947914
321,노량진CTS점,동작구,서울 동작구 노량진로 110 (노량진동),37.5131457,126.9380262
322,노량진드림스퀘어점,동작구,"서울 동작구 노들로2길 7 (노량진동, 노량진 드림스퀘어 복합빌딩)",37.5069497,126.9362749
323,노량진역사점,동작구,"서울 동작구 노량진로 지하 130 (노량진동, 9호선 노량진역)",37.51408199999999,126.941687
324,대림성모점,동작구,서울 동작구 시흥대로 658 (신대방동),37.4903375,126.9080654
325,대방역점,동작구,"서울 동작구 노량진로 24 (대방동, 한신빌딩)",37.5128738,126.9281981
326,보라매공원점,동작구,서울 동작구 여의대방로 90 (신대방동),37.496767,126.9166468
327,보라매점,동작구,"서울 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",37.49126529999999,126.924088
328,사당역점,동작구,서울 동작구 동작대로7길 100 (사당동),37.4771207,126.9775204
329,사당점,동작구,서울 동작구 동작대로 45 (사당동),37.4807275,126.9814704
330,상도역점,동작구,서울 동작구 상도로 277 (상도1동),37.49921399999999,126.9514712
331,상도중앙점,동작구,서울 동작구 만양로 17 (상도동),37.5061645,126.9471926
332,숭실대점,동작구,서울 동작구 사당로 2 (상도동),37.4924279,126.9624349
333,신대방삼거리점,동작구,서울 동작구 상도로 78 (대방동),37.5145329,126.9322942
334,신상도초교점,동작구,서울 동작구 양녕로 183 (상도동),37.497676,126.9431874
335,이수중앙점,동작구,서울 동작구 사당로 285 (사당동),37.4846165,126.9791799
336,장승배기역점,동작구,서울 동작구 상도로 193 (상도동),37.5052485,126.9401875
337,중앙대점,동작구,서울 동작구 흑석로 79 (흑석동),37.5069892,126.9584078
338,중앙대후문점,동작구,서울 동작구 흑석로 20 (상도동),37.5047935,126.9530208
339,총신대입구역점,동작구,서울 동작구 동작대로 119-1 (사당동),37.487267,126.9818565
340,총신대점,동작구,"서울 동작구 사당로16가길 96 (사당동) 1,2층",37.4850653,126.9688107
341,해군회관점,동작구,서울 동작구 여의대방로 194 (대방동),37.5080962,126.9262539
342,공덕롯데캐슬점,마포구,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",37.5448703,126.9507228
343,공덕점,마포구,서울 마포구 마포대로8길 15 (공덕동),37.5461947,126.954512
344,광흥창역점,마포구,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",37.5496548,126.9324316
345,대흥역점,마포구,서울 마포구 백범로 100 (대흥동),37.5488447,126.9414298
346,동교중앙점,마포구,서울 마포구 동교로27길 8 (동교동),37.5587392,126.9230221
347,마포경찰서점,마포구,서울 마포구 마포대로 173 (공덕동),37.54909,126.9532728
348,마포공덕역점,마포구,서울 마포구 새창로 6 (도화동),37.5407431,126.9537335
349,마포구청점,마포구,서울 마포구 월드컵로 196 (성산동),37.5643652,126.9062602
350,마포데시앙점,마포구,서울 마포구 독막로 320 (도화동),37.5397449,126.9484575
351,마포성산시영점,마포구,서울 마포구 월드컵북로 210 (성산동),37.5613712,126.9167228
352,마포점,마포구,서울 마포구 도화길 10 (도화동),37.5397641,126.9473823
353,망리단길점,마포구,"서울 마포구 포은로 81-1 (망원동, S-빌딩)",37.5543031,126.9052551
354,망원역점,마포구,서울 마포구 월드컵로 82-1 (서교동),37.5579103,126.9106565
355,망원중앙점,마포구,서울 마포구 월드컵로 147 (망원동),37.5559772,126.9012821
356,상수역점,마포구,서울 마포구 와우산로 41-1 (상수동),37.5462303,126.9280897
357,상암DMC점,마포구,서울 마포구 월드컵북로 396 (상암동),37.5791192,126.8902941
358,상암KBS점,마포구,서울 마포구 월드컵북로 375 (상암동),37.5773051,126.8906358
359,상암우리기술점,마포구,서울 마포구 월드컵북로56길 9 (상암동),37.5813475,126.887425
360,상암한샘점,마포구,서울 마포구 성암로13길 58 (상암동),37.5756558,126.8977097
361,상암홈플러스점,마포구,서울 마포구 월드컵로 240 (성산동),37.55922,126.9139289
362,서강대점,마포구,서울 마포구 백범로 34 (신수동),37.5487604,126.9393635
363,서교동점,마포구,서울 마포구 와우산로29길 70 (서교동),37.5563162,126.9265746
364,성산점,마포구,서울 마포구 월드컵북로 137 (성산동),37.5675176,126.9100186
365,성산중앙점,마포구,서울 마포구 성미산로 78 (성산동),37.5615164,126.9194136
366,신촌그랑자이점,마포구,"서울 마포구 대흥로 183 (대흥동, 신촌그랑자이 상가)",37.5554011,126.9457092
367,신촌로터리점,마포구,서울 마포구 서강로 135 (노고산동),37.5526793,126.935288
368,신촌숲아이파크점,마포구,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",37.5507963,126.9345284
369,애오개역점,마포구,서울 마포구 마포대로 208 (아현동),37.5524425,126.9568124
370,오벨리스크점,마포구,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",37.5399759,126.9454625
371,한강공원로점 ,마포구,서울 마포구 망원로 21 (망원동),37.5563164,126.8993901
372,합정LIG점,마포구,서울 마포구 양화로1길 21 (합정동),37.5494407,126.9103713
373,합정동점,마포구,서울 마포구 양화로6길 90 (합정동),37.5481933,126.919058
374,합정역사거리점,마포구,서울 마포구 독막로2길 5 (합정동),37.548217,126.914866
375,합정역점,마포구,서울 마포구 양화로11길 54 (서교동),37.5520737,126.91491
376,합정홈플러스점,마포구,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",37.5499443,126.9137027
377,홍대중앙점,마포구,서울 마포구 양화로 124 (서교동),37.5542126,126.9207762
378,홍대청기와점,마포구,서울 마포구 월드컵북로 7 (서교동),37.5580081,126.9149565
379,홍대학원가점,마포구,서울 마포구 와우산로 148 (창전동),37.5541014,126.929644
380,홍익대점,마포구,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",37.553754,126.923004
381,가재울점,서대문구,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)",37.5743004,126.9121504
382,가재울중앙점,서대문구,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.572301,126.9182776
383,독립문통일로점,서대문구,서울 서대문구 영천동 ,37.5699488,126.9563277
384,동교동점,서대문구,서울 서대문구 신촌로 5 (창천동),37.558379,126.9396708
385,명지대점,서대문구,서울 서대문구 거북골로 35 (남가좌동),37.5793331,126.9239019
386,명지전문대점,서대문구,서울 서대문구 가좌로 140 (홍은동),37.5845413,126.9241326
387,무악재역점,서대문구,서울 서대문구 홍제동 ,37.58551120000001,126.9489831
388,북가좌동점,서대문구,서울 서대문구 증가로 257 (북가좌동),37.5760008,126.9030186
389,서대문구청점,서대문구,서울 서대문구 연희로 237 (연희동),37.578217,126.9356558
390,서대문점,서대문구,서울 서대문구 냉천동,37.5668216,126.962263
391,신촌기차역점,서대문구,서울 서대문구 신촌역로 35 (창천동),37.5589365,126.9414455
392,신촌역점,서대문구,서울 서대문구 신촌로 87-20 (창천동),37.5603666,126.9340513
393,아현역점,서대문구,"서울 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",37.5584231,126.9546193
394,연남동점,서대문구,서울 서대문구 연희로 42 (연희동),37.5623305,126.9278489
395,연대서문점,서대문구,서울 서대문구 연희로10길 86 (연희동),37.5636727,126.933677
396,연세대점,서대문구,서울 서대문구 연세로12길 10 (창천동),37.5588209,126.9375073
397,연희삼거리점,서대문구,서울 서대문구 연희로 117 (연희동),37.5682728,126.9318184
398,이화여대점,서대문구,"서울 서대문구 이화여대길 26 (대현동, 이화빌딩)",37.5574242,126.9445008
399,충정로3가점,서대문구,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",37.5622371,126.9615554
400,홍은사거리점,서대문구,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",37.5927053,126.9416772
401,홍제역점,서대문구,서울 서대문구 홍제동,37.58551120000001,126.9489831
402,강남센트럴시티점,서초구,"서울 서초구 신반포로 176 (반포동, 센트럴시티)",37.5041299,127.0030692
403,교대역점,서초구,"서울 서초구 서초대로56길 22 (서초동, 성운빌딩)",37.4977102,126.9978029
404,교육개발원사거리점,서초구,"서울 서초구 바우뫼로 180 (양재동, 신송빌딩)",37.4787133,127.0390216
405,구반포역점,서초구,"서울 서초구 신반포로 50 (반포동, 구반포상가)",37.5035427,126.988748
406,국립중앙도서관디지털관점,서초구,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",37.4977656,127.0036701
407,국립중앙도서관본관점,서초구,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",37.4977656,127.0036701
408,남부터미널점,서초구,서울 서초구 서초동 ,37.4876872,127.0174271
409,내방역점,서초구,"서울 서초구 서초대로 108 (방배동, 삼보빌딩)",37.4732973,127.0407716
410,반포지하상가점,서초구,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",37.5065978,127.0054105
411,방배역점,서초구,서울 서초구 방배로 87 (방배동),37.482139,126.9968963
412,방배중앙점,서초구,"서울 서초구 동광로 1 (방배동, 대양빌딩)",37.4910362,126.9830198
413,서울고교점,서초구,서울 서초구 서초동 ,37.4876872,127.0174271
414,서울고속버스터미널점,서초구,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널)",37.5049142,127.0049151
415,서울교대점,서초구,서울 서초구 서초동 ,37.4876872,127.0174271
416,서초법조타운점,서초구,"서울 서초구 서초중앙로24길 7 (서초동, 동천빌딩)",37.4947529,127.0144754
417,서초역점,서초구,서울 서초구 서초동 ,37.4876872,127.0174271
418,서초우면중앙점,서초구,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S)",37.4686963,127.0232578
419,서초점,서초구,서울 서초구 서초대로48길 16 (서초동),37.4920152,127.0113078
420,신논현역점 ,서초구,서울 서초구 강남대로79길 10 (반포동),37.5052523,127.0231968
421,양재AT점,서초구,"서울 서초구 동산로 3 (양재동, 한서빌딩)",37.4809908,127.0410491
422,양재언남점,서초구,"서울 서초구 동산로 60 (양재동, 화성빌딩)",37.46854769999999,127.0278008
423,양재점,서초구,서울 서초구 남부순환로347길 38 (서초동),37.4859875,127.0314737
424,양재중앙점,서초구,"서울 서초구 강남대로 221 (양재동, 양재역 환승주차장)",37.4832682,127.0344664
425,양재하나로마트점,서초구,"서울 서초구 청계산로 10 (양재동, 농협하나로클럽)",37.4629931,127.043105
426,예술의전당점,서초구,"서울 서초구 반포대로 32 (서초동, 원일빌딩)",37.4833789,127.0121074
427,우면동점,서초구,"서울 서초구 바우뫼로 20 (우면동, 고호빌딩)",37.4699641,127.025301
428,잠원논현점,서초구,서울 서초구 신반포로 333 (잠원동),37.5108609,127.0201156
429,청계산입구역점,서초구,서울 서초구 신원동,37.4446745,127.0614206
430,포이점,서초구,서울 서초구 마방로10길 42 (양재동),37.475593,127.0445372
431,함지박사거리점,서초구,서울 서초구 방배로 234 우신빌딩,37.4780738,127.0007198
432,논골사거리점,성동구,서울 성동구 난계로 35 (금호동1가),37.5554834,127.0244633
433,답십리로데오점,성동구,서울 성동구 용답19길 17-1 (용답동),37.5637339,127.052529
434,뚝섬역점,성동구,서울 성동구 상원길 38-1 (성수동1가),37.5473256,127.048794
435,마장동점,성동구,서울 성동구 고산자로 339-2 (마장동),37.5699814,127.0373421
436,마장역점,성동구,서울 성동구 마장로 293-1 (마장동),37.5659109,127.0421543
437,상왕십리역점,성동구,서울 성동구 무학봉15길 27 (하왕십리동),37.5636352,127.0301592
438,서울숲역점,성동구,서울 성동구 왕십리로 96-1 (성수동1가),37.5391701,127.0474244
439,성동구청점,성동구,서울 성동구 고산자로 269 (도선동),37.5632818,127.0328803
440,성수2가점,성동구,서울 성동구 성덕정길 106 (성수동2가),37.5371206,127.0550961
441,성수아카데미점,성동구,서울 성동구 성수이로 118 (성수동2가),37.5451437,127.0578284
442,성수우리W타워점,성동구,서울 성동구 아차산로15길 19 (성수동2가),37.5447256,127.0621362
443,성수중앙점,성동구,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",37.5442438,127.0552721
444,신금호역점,성동구,서울 성동구 금호산길 64 (금호동2가),37.5538555,127.0196077
445,옥수동점,성동구,서울 성동구 매봉길 12 (옥수동),37.5452467,127.0156749
446,옥수역점,성동구,서울 성동구 한림말5길 9 (옥수동),37.5419719,127.0167024
447,왕십리비트플렉스점,성동구,서울 성동구 왕십리광장로 17 (행당동),37.5621482,127.0379421
448,왕십리센트라스점,성동구,서울 성동구 무학로 22 (홍익동),37.5660457,127.0302943
449,왕십리역점,성동구,서울 성동구 왕십리로 309 (행당동),37.5594078,127.0330515
450,응봉동점,성동구,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",37.54264939999999,127.0119669
451,장한평역점,성동구,서울 성동구 천호대로 426 (용답동),37.560746,127.0662025
452,텐즈힐점,성동구,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",37.5691517,127.0246523
453,한양대점,성동구,서울 성동구 사근동길 4 (행당동),37.5598989,127.0415624
454,행당동점,성동구,서울 성동구 고산자로 201 (행당동),37.5580159,127.0337407
455,고대개운점,성북구,서울 성북구 개운사길 30 (안암동5가),37.5876534,127.0294038
456,고대점,성북구,서울 성북구 인촌로 24 (안암동2가),37.587055,127.0212162
457,국민대점,성북구,서울 성북구 정릉로9라길 8 (정릉동),37.6111263,127.0003764
458,길음뉴타운점,성북구,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",37.6097759,127.0206116
459,길음중앙점,성북구,"서울 성북구 도봉로 11 (길음동, 삼주빌딩)",37.6101971,127.0298799
460,돈암동점,성북구,서울 성북구 동소문로 119 (동선동4가),37.5943435,127.0185038
461,돈암아리랑점,성북구,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",37.5992985,127.0129938
462,돌곶이역점,성북구,서울 성북구 돌곶이로22길 3 (석관동),37.6101594,127.058086
463,동덕여대점,성북구,서울 성북구 화랑로 99 (하월곡동),37.6038358,127.0353171
464,동소문동점,성북구,서울 성북구 동소문로13길 5 (동소문동4가),37.5920114,127.0128569
465,보문역점,성북구,서울 성북구 보문로 111 (보문동2가),37.5848579,127.0191073
466,석계중앙점,성북구,서울 성북구 화랑로40길 61 (석관동),37.6130719,127.0627789
467,석관동점,성북구,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)",37.606103,127.0634229
468,성북구청점,성북구,서울 성북구 보문로 162 (삼선동5가),37.5876581,127.0157281
469,성신여대역점,성북구,서울 성북구 동소문로17길 40 (동소문동6가),37.5935484,127.0152431
470,성신여대점,성북구,서울 성북구 보문로34길 100 (동선동2가),37.5911844,127.020776
471,월곡1동점,성북구,서울 성북구 오패산로 99 (하월곡동),37.6107208,127.0351251
472,월곡동아점,성북구,서울 성북구 장월로1길 47 (상월곡동),37.606215,127.0456787
473,월곡중앙점,성북구,"서울 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)",37.604314,127.0309948
474,장위2동점,성북구,서울 성북구 화랑로25길 14 (장위동),37.6092663,127.0524388
475,장위뉴타운점,성북구,서울 성북구 장월로 144-1 (장위동),37.6176579,127.0510126
476,장위동점,성북구,서울 성북구 월계로40길 7 (장위동),37.6228267,127.048397
477,장위북서울꿈의숲점,성북구,서울 성북구 돌곶이로41가길 2 (장위동),37.6185575,127.0455923
478,장위중앙점,성북구,서울 성북구 장위로 35 (장위동),37.6139721,127.0493268
479,정릉뉴타운점,성북구,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)",37.60318760000001,127.0183002
480,정릉아리랑점,성북구,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",37.5998738,127.0195276
481,정릉점,성북구,서울 성북구 보국문로 77 (정릉동),37.6111065,127.0086007
482,정릉중앙점,성북구,서울 성북구 정릉로 251 (정릉동),37.6046666,127.0119116
483,종암동점,성북구,서울 성북구 종암로 105 (종암동),37.5994896,127.0339384
484,하월곡동점,성북구,서울 성북구 오패산로 16 (하월곡동),37.6115817,127.0381509
485,한성대역점,성북구,서울 성북구 동소문로 19 (동소문동1가),37.5889646,127.0063694
486,한성대점,성북구,서울 성북구 삼선교로 10 (삼선동1가),37.5863523,127.0089064
487,가든파이브점,송파구,"서울 송파구 충민로 10 (문정동, 가든파이브툴)",37.4782249,127.1193622
488,가든파이브테크노관점,송파구,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",37.4775761,127.125043
489,가락몰점,송파구,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",37.4933411,127.1097998
490,가락중앙점,송파구,서울 송파구 송이로 87 (가락동),37.4982843,127.1207781
491,개롱역점,송파구,"서울 송파구 오금로 407 (오금동, 상아아파트)",37.4982404,127.136456
492,거여점,송파구,서울 송파구 오금로 497 (거여동),37.48205129999999,127.1429218
493,마천사거리점,송파구,"서울 송파구 마천로 264 (거여동, 흥일빌딩)",37.4980378,127.1461353
494,문정KDU타워점,송파구,"서울 송파구 정의로 70 (문정동, 케이디유타워)",37.4830797,127.12489
495,문정문현점,송파구,서울 송파구 새말로8길 30 (문정동),37.4800957,127.1266355
496,문정중앙점,송파구,서울 송파구 문정로 31-1 (문정동),37.4864701,127.1263126
497,문정테라타워점,송파구,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",37.4852289,127.1207097
498,방이미성점,송파구,"서울 송파구 오금로 251 (방이동, 잠실3차한양아파트)",37.5061281,127.1224849
499,방이시장점,송파구,서울 송파구 백제고분로48길 3 (방이동),37.51180069999999,127.1137457
500,방이역점,송파구,서울 송파구 위례성대로18길 32 (방이동),37.5095235,127.1247104
501,방이초교점,송파구,서울 송파구 가락로 280 (방이동),37.5127115,127.1199902
502,삼전역점,송파구,서울 송파구 백제고분로 263 (삼전동),37.5027433,127.0957873
503,서울삼성내과점,송파구,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",37.5061551,127.0807668
504,석촌백제점,송파구,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",37.5058869,127.1043148
505,석촌사거리점,송파구,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)",37.503517,127.1035697
506,석촌역점,송파구,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",37.5076277,127.108153
507,송파동점,송파구,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)",37.509183,127.1055698
508,송파문정점,송파구,서울 송파구 송이로 159 (가락동),37.4929217,127.1253339
509,송파올림픽훼미리타운점,송파구,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",37.4896023,127.1187913
510,송파위례점,송파구,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",37.4850892,127.1332182
511,송파잠실점,송파구,서울 송파구 삼전로 95 (잠실동),37.5069289,127.0898316
512,송파파인타운점,송파구,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",37.4772984,127.1275686
513,송파풍납점,송파구,서울 송파구 강동대로9길 17-1 (풍납동),37.5280621,127.11653
514,송파하비오점,송파구,"서울 송파구 송파대로 111 (문정동, 파크하비오)",37.482085,127.123578
515,송파한양점,송파구,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)",37.5037323,127.1135741
516,오금점,송파구,"서울 송파구 오금로 306 (가락동, 가락스타클래스)",37.5028786,127.1261236
517,오금중앙점 ,송파구,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",37.5087113,127.1304008
518,올림픽공원점,송파구,서울 송파구 올림픽로 354 (방이동),37.516154,127.109764
519,올림픽프라자점,송파구,서울 송파구 양재대로 1222 (방이동),37.51593200000001,127.1320277
520,위례아이파크점,송파구,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)",37.4797341,127.1440951
521,위례포레샤인점,송파구,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",37.4765682,127.1347366
522,잠실나루역점,송파구,"서울 송파구 올림픽로35길 104 (신천동, 장미아파트)",37.5193571,127.0993659
523,잠실본동점,송파구,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",37.5067793,127.0893685
524,잠실역점,송파구,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",37.51519400000001,127.0948475
525,잠실월드점,송파구,"서울 송파구 올림픽로35가길 9 (신천동, 잠실 푸르지오 월드마크)",37.5175312,127.103575
526,종합운동장역점,송파구,"서울 송파구 올림픽로 76 (잠실동, J타워)",37.5121502,127.0752952
527,CBS본사점,양천구,서울 양천구 목동서로 159-1 (목동),37.52821350000001,126.8749471
528,강서초교점,양천구,서울 양천구 오목로 48 (신월동),37.5220241,126.8429393
529,남부지법점,양천구,서울 양천구 신월로 350 (신정동),37.5216718,126.8598865
530,목3동점,양천구,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",37.5456576,126.8664435
531,목4동점,양천구,서울 양천구 목동중앙본로7길 46 (목동),37.5394371,126.86612
532,목동남부점,양천구,서울 양천구 목동남로 46 (신정동),37.5087155,126.8647187
533,목동등촌로점,양천구,서울 양천구 등촌로 180 (목동),37.5456026,126.8627246
534,목동로데오점,양천구,서울 양천구 목동로 219 (신정동),37.5279211,126.8637907
535,목동신목점,양천구,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",37.53661990000001,126.8712586
536,목동신트리점,양천구,"서울 양천구 신정로 312 (신정동, 뉴프라자)",37.5132891,126.855733
537,목동아델리체점,양천구,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",37.5180135,126.8518873
538,목동역점,양천구,서울 양천구 오목로 227 (신정동),37.526041,126.8627071
539,목동중앙점,양천구,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",37.5215106,126.8690925
540,목동파라곤점,양천구,서울 양천구 목동서로 155 (목동),37.5293136,126.8751264
541,목동파리공원점,양천구,서울 양천구 목동동로 379 (목동),37.5355702,126.8787085
542,서남병원점,양천구,서울 양천구 신정동,37.5166014,126.8638714
543,신월5동점,양천구,서울 양천구 화곡로 50 (신월동),37.5391278,126.8274379
544,신월7동점,양천구,서울 양천구 지양로 79 (신월동),37.5223947,126.8329818
545,신월사거리점,양천구,서울 양천구 남부순환로 353 (신월동),37.5356284,126.8289172
546,신월신곡시장점,양천구,서울 양천구 신월로 172 (신월동),37.5182621,126.8426399
547,신정교점,양천구,서울 양천구 신목로 36 (신정동),37.5188009,126.8737695
548,신정네거리역점,양천구,서울 양천구 중앙로 282 (신정동),37.5215126,126.8525663
549,신정서부점,양천구,서울 양천구 신정로11길 50-15 (신정동),37.5121775,126.8383361
550,신정역점,양천구,서울 양천구 오목로 155 (신정동),37.5249251,126.854642
551,양천구청점,양천구,서울 양천구 목동동로 63 (신정동),37.5152752,126.8623016
552,오목교대학학원점,양천구,서울 양천구 오목로 319 (목동),37.5250374,126.8730535
553,오목교역점,양천구,서울 양천구 신목로 102 (목동),37.5235593,126.8757535
554,KBS별관점,영등포구,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",37.5196169,126.9289537
555,국회대로점,영등포구,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",37.5302318,126.919859
556,국회의사당역점,영등포구,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",37.5268293,126.91783
557,남부고용센터점,영등포구,서울 영등포구 양산로 71 (양평동3가),37.5249901,126.8910908
558,당산버드나루점,영등포구,서울 영등포구 버드나루로 87 (영등포동7가),37.5247311,126.9072916
559,당산역점,영등포구,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",37.5332974,126.9022397
560,당산중앙점,영등포구,서울 영등포구 당산로 159 (당산동4가),37.5287389,126.8995556
561,대림1동점,영등포구,서울 영등포구 도림로 198 (대림동),37.4955091,126.899438
562,대림3동점,영등포구,서울 영등포구 대림로 212 (대림동),37.4995567,126.8981452
563,대림역점,영등포구,서울 영등포구 도림로31길 2 (대림동),37.4924907,126.8959161
564,도림사거리점,영등포구,서울 영등포구 도림로 326 (신길동),37.5065486,126.9018065
565,도림점,영등포구,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",37.5096218,126.8979124
566,라이프점,영등포구,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",37.5195583,126.9391694
567,문래역점,영등포구,서울 영등포구 문래로 89 (문래동3가),37.5196161,126.8919362
568,보라매역점,영등포구,서울 영등포구 여의대방로 141 (신길동),37.5074088,126.9168029
569,서여의도점,영등포구,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)",37.529455,126.9211706
570,선유도역점,영등포구,서울 영등포구 양평로 126 (양평동5가),37.5411416,126.8944092
571,신길성애병원점,영등포구,서울 영등포구 여의대방로53길 27 (신길동),37.5118321,126.9215338
572,신길썬프라자점,영등포구,서울 영등포구 신길로 42 (신길동),37.496429,126.9086066
573,신길아이파크점,영등포구,서울 영등포구 도림로 280 (신길동),37.5029,126.9042022
574,신길역점,영등포구,서울 영등포구 영등포로 353 (신길동),37.5150289,126.918074
575,신길중앙점,영등포구,서울 영등포구 도신로 229 (신길동),37.5121582,126.9165036
576,신풍역점,영등포구,서울 영등포구 신풍로 52-1 (신길동),37.49990469999999,126.9117746
577,양평동2가점,영등포구,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",37.5243251,126.8837313
578,여의나루역점,영등포구,서울 영등포구 여의나루로 113 (여의도동),37.52601629999999,126.9307571
579,여의도농협재단점,영등포구,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",37.5219838,126.930031
580,여의도역점,영등포구,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",37.5210236,126.9240116
581,영등포knk점,영등포구,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",37.526554,126.904299
582,영등포구청점,영등포구,서울 영등포구 당산로 110 (당산동3가),37.5268845,126.8983667
583,영등포그랜드점,영등포구,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",37.5263235,126.888719
584,영등포본동점,영등포구,서울 영등포구 영신로19길 15 (영등포동),37.5138185,126.9060085
585,영등포시장점,영등포구,서울 영등포구 영등포로35길 19 (영등포동6가),37.5216207,126.9041803
586,영등포아크로타워점,영등포구,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",37.5244579,126.9076599
587,영등포에이스점,영등포구,서울 영등포구 경인로 775 (문래동3가),37.5144447,126.8987734
588,영등포점,영등포구,서울 영등포구 영중로 16-1 (영등포동3가),37.5187427,126.9070871
589,영등포중앙점,영등포구,서울 영등포구 영중로 37 (영등포동4가),37.5193148,126.9046511
590,영등포코레일점,영등포구,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",37.5158879,126.9075191
591,영등포홈플러스점,영등포구,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",37.5181504,126.8958956
592,한강성심병원점,영등포구,서울 영등포구 버드나루로 51 (영등포동2가),37.523129,126.9105655
593,한국수출입은행점,영등포구,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",37.52859309999999,126.9233935
594,힐스테이트클래시안점,영등포구,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",37.503593,126.912645
595,IBK고객센터점,용산구,"서울 용산구 한남대로 72 (한남동, IBK기업은행고객센터)",37.5350224,127.0070392
596,동부이촌동점,용산구,서울 용산구 이촌로77길 19 (이촌동),37.52040119999999,126.974878
597,동자동점,용산구,서울 용산구 후암로 93 (동자동),37.5533136,126.975103
598,삼각지역점,용산구,"서울 용산구 한강대로 205 (한강로1가, 용산파크자이)",37.5364153,126.9724713
599,삼각지점,용산구,서울 용산구 한강대로 138 (한강로2가),37.5304542,126.9695065
